"OSM_ID";"time";"Speed";"GPS.Bearing"
13855972;2015-02-04 14:16:28;43;282
13855972;2015-02-04 14:16:34;48;269
314777813;2015-02-04 14:16:40;45;264
314777813;2015-02-04 14:16:46;48;265
314777813;2015-02-04 14:16:52;45;265
160286308;2015-02-04 14:16:57;36;248
160286308;2015-02-04 14:17:02;18;250
160286308;2015-02-04 14:17:29;26;255
5967623;2015-02-04 14:17:34;44;260
5967623;2015-02-04 14:17:40;40;263
5967623;2015-02-04 14:17:46;45;252
5967623;2015-02-04 14:17:51;47;250
260790028;2015-02-04 11:57:18;57;322
260790028;2015-02-04 11:57:24;56;323
260790028;2015-02-04 11:57:30;58;317
260790028;2015-02-04 11:57:36;57;317
200143873;2015-02-04 11:57:42;60;321
200143873;2015-02-04 11:57:48;51;334
25524050;2015-02-04 11:57:54;18;341
25524050;2015-02-04 11:58:16;20;3
165407714;2015-02-04 11:58:21;41;49
165407714;2015-02-04 11:58:26;64;54
165407714;2015-02-04 11:58:31;69;54
165407714;2015-02-04 11:58:37;70;50
165407715;2015-02-04 11:58:43;74;51
165407715;2015-02-04 11:58:49;72;49
165407715;2015-02-04 11:58:54;71;47
165407715;2015-02-04 11:58:59;69;47
165407715;2015-02-04 11:59:05;69;52
165407715;2015-02-04 11:59:10;71;46
5183660;2015-02-04 11:59:15;74;45
5183660;2015-02-04 11:59:21;75;44
5183660;2015-02-04 11:59:26;74;43
5183660;2015-02-04 11:59:32;75;41
60305025;2015-02-04 11:59:38;75;39
60305027;2015-02-04 11:59:43;77;38
60305027;2015-02-04 11:59:48;78;36
60305027;2015-02-04 11:59:54;79;35
60305027;2015-02-04 12:00:00;77;33
60305027;2015-02-04 12:00:06;78;30
60305027;2015-02-04 12:00:11;78;29
60305027;2015-02-04 12:00:16;79;27
60305027;2015-02-04 12:00:22;78;26
60305027;2015-02-04 12:00:28;74;25
60305027;2015-02-04 12:00:33;75;21
60305027;2015-02-04 12:00:39;81;18
60305027;2015-02-04 12:00:45;84;12
60305027;2015-02-04 12:00:51;77;4
60305027;2015-02-04 12:00:57;77;350
60305027;2015-02-04 12:01:03;76;338
60305027;2015-02-04 12:01:08;73;337
60305027;2015-02-04 12:01:14;69;354
5183662;2015-02-04 12:01:19;70;9
5183662;2015-02-04 12:01:25;64;30
5183662;2015-02-04 12:01:30;58;44
5183662;2015-02-04 12:01:35;57;57
5183662;2015-02-04 12:01:41;61;74
5183664;2015-02-04 12:01:46;60;89
5183664;2015-02-04 12:01:51;52;101
5183664;2015-02-04 12:01:56;46;108
5183664;2015-02-04 12:02:01;52;105
5183664;2015-02-04 12:02:06;59;105
318974898;2015-02-04 12:02:12;53;93
5106126;2015-02-04 12:02:17;37;135
5182802;2015-02-04 12:02:23;39;73
318974901;2015-02-04 12:02:28;31;74
318974901;2015-02-04 12:02:34;37;74
318974902;2015-02-04 12:02:40;46;73
318974902;2015-02-04 12:02:45;48;74
318974902;2015-02-04 12:02:51;54;77
318974902;2015-02-04 12:02:57;49;79
318974902;2015-02-04 12:03:03;51;78
318974902;2015-02-04 12:03:09;55;79
318974902;2015-02-04 12:03:15;57;79
318974902;2015-02-04 12:03:20;58;79
318974902;2015-02-04 12:03:26;58;79
318974902;2015-02-04 12:03:32;61;79
136876697;2015-02-04 12:03:38;58;78
136876696;2015-02-04 12:03:43;60;67
136876696;2015-02-04 12:03:48;60;55
136876696;2015-02-04 12:03:54;53;49
136876696;2015-02-04 12:04:00;30;51
136876696;2015-02-04 12:04:06;41;53
136876696;2015-02-04 12:04:11;38;59
4863867;2015-02-04 12:04:16;23;155
24613840;2015-02-04 12:04:22;33;66
24613840;2015-02-04 12:04:28;34;85
24613863;2015-02-04 12:04:34;42;114
24613877;2015-02-04 12:04:40;38;111
102685685;2015-02-04 12:04:46;15;102
31632001;2015-02-04 12:04:52;22;104
31632001;2015-02-04 12:04:58;5;121
31632001;2015-02-04 12:05:04;2;116
31632001;2015-02-04 12:22:19;4;27
31632001;2015-02-04 12:22:24;4;6
327114544;2015-02-04 12:22:30;11;23
31632001;2015-02-04 12:22:35;22;270
31632001;2015-02-04 12:22:40;19;287
24613877;2015-02-04 12:22:46;24;295
24613877;2015-02-04 12:22:51;33;291
24613863;2015-02-04 12:22:56;33;293
24613863;2015-02-04 12:23:01;28;292
24613840;2015-02-04 12:23:07;34;255
24613840;2015-02-04 12:23:12;20;249
24613840;2015-02-04 12:23:39;13;308
23846760;2015-02-04 12:23:54;13;354
23846760;2015-02-04 12:24:00;1;34
30851150;2015-02-04 12:24:05;20;65
30851150;2015-02-04 12:24:10;41;71
30851150;2015-02-04 12:24:16;55;77
30851150;2015-02-04 12:24:22;71;78
30851150;2015-02-04 12:24:28;79;77
30851150;2015-02-04 12:24:33;78;77
30851150;2015-02-04 12:24:38;79;77
30851150;2015-02-04 12:24:44;78;76
30851150;2015-02-04 12:24:50;76;76
30851150;2015-02-04 12:24:55;77;76
30851150;2015-02-04 12:25:00;78;76
30851150;2015-02-04 12:25:06;80;76
30851150;2015-02-04 12:25:11;83;76
30851150;2015-02-04 12:25:16;84;76
30851150;2015-02-04 12:25:21;83;76
30851150;2015-02-04 12:25:27;83;76
30851150;2015-02-04 12:25:33;85;76
24739929;2015-02-04 12:25:38;86;76
24739929;2015-02-04 12:25:43;87;79
24739929;2015-02-04 12:25:49;90;84
24739929;2015-02-04 12:25:54;86;84
24739929;2015-02-04 12:26:00;81;83
24739929;2015-02-04 12:26:05;73;84
24739929;2015-02-04 12:26:10;64;84
24739929;2015-02-04 12:26:16;55;82
24739929;2015-02-04 12:26:22;32;85
31632994;2015-02-04 12:26:27;39;91
31632994;2015-02-04 12:26:33;47;94
31632994;2015-02-04 12:26:38;54;95
31632994;2015-02-04 12:26:43;60;94
31632994;2015-02-04 12:26:48;66;94
31632994;2015-02-04 12:26:54;70;94
31632994;2015-02-04 12:26:59;70;94
31632994;2015-02-04 12:27:04;72;94
31632994;2015-02-04 12:27:10;76;93
31632994;2015-02-04 12:27:16;59;94
31632994;2015-02-04 12:27:22;33;93
31632994;2015-02-04 12:27:27;30;93
31632994;2015-02-04 12:27:32;41;93
31632994;2015-02-04 12:27:38;54;94
31632994;2015-02-04 12:27:43;55;93
31632994;2015-02-04 12:27:48;59;93
31632994;2015-02-04 12:27:54;63;88
31632994;2015-02-04 12:28:00;53;74
31632994;2015-02-04 12:28:06;31;102
25417693;2015-02-04 12:28:12;38;93
25417693;2015-02-04 12:28:17;48;76
25417693;2015-02-04 12:28:23;50;76
25417693;2015-02-04 12:28:28;42;73
25417693;2015-02-04 12:28:33;16;67
25417693;2015-02-04 12:28:39;1;65
27022200;2015-02-04 12:29:01;30;62
50547152;2015-02-04 12:29:07;45;53
50547152;2015-02-04 12:29:12;50;51
134622580;2015-02-04 12:29:17;17;52
23510329;2015-02-04 12:29:22;12;50
23510329;2015-02-04 12:29:28;30;45
23510329;2015-02-04 12:29:34;34;53
23510329;2015-02-04 12:29:40;37;45
23510329;2015-02-04 12:29:46;42;45
23510329;2015-02-04 12:29:51;44;48
23510329;2015-02-04 12:29:56;43;49
23510329;2015-02-04 12:30:02;41;67
134622579;2015-02-04 12:30:07;34;89
134622578;2015-02-04 12:30:12;30;119
308209122;2015-02-04 12:30:17;19;139
308209122;2015-02-04 12:30:23;23;140
308209122;2015-02-04 12:30:28;24;152
26659246;2015-02-04 12:30:34;18;140
26659246;2015-02-04 12:30:40;24;139
26659246;2015-02-04 12:30:45;24;137
26659246;2015-02-04 12:30:50;19;137
26659246;2015-02-04 12:38:40;2;131
26659246;2015-02-04 12:38:46;11;151
43666160;2015-02-04 12:38:52;24;145
43666160;2015-02-04 12:38:58;24;151
43666160;2015-02-04 12:39:04;23;164
43666160;2015-02-04 12:39:10;15;159
26659247;2015-02-04 12:39:15;23;159
26659247;2015-02-04 12:39:20;16;166
26659247;2015-02-04 12:39:48;3;178
26659247;2015-02-04 12:39:54;22;91
160683839;2015-02-04 12:39:59;42;36
160683839;2015-02-04 12:40:05;49;35
38284408;2015-02-04 12:40:11;45;23
25745288;2015-02-04 12:40:16;50;49
25745720;2015-02-04 12:40:22;57;49
23640335;2015-02-04 12:40:28;50;49
23640335;2015-02-04 12:40:34;28;48
23640335;2015-02-04 12:40:40;21;49
23640335;2015-02-04 12:40:45;16;50
25205705;2015-02-04 12:41:28;23;50
25205705;2015-02-04 12:41:34;51;49
25205705;2015-02-04 12:41:39;61;49
25205705;2015-02-04 12:41:45;49;49
25205705;2015-02-04 12:41:51;14;48
25442579;2015-02-04 12:41:56;22;300
38284408;2015-02-04 07:17:36;18;202
38284408;2015-02-04 07:17:48;15;209
160683839;2015-02-04 07:17:53;33;212
43077595;2015-02-04 07:17:59;42;218
160683839;2015-02-04 07:18:05;45;216
38284409;2015-02-04 07:18:10;30;199
42488356;2015-02-04 07:18:16;37;197
38284410;2015-02-04 07:18:21;41;190
38284410;2015-02-04 07:18:26;24;184
38284410;2015-02-04 07:18:31;12;198
23640334;2015-02-04 07:18:37;17;200
23640336;2015-02-04 07:18:42;33;208
23640336;2015-02-04 07:18:48;48;206
23640336;2015-02-04 07:18:54;46;208
23640336;2015-02-04 07:19:00;49;221
23640336;2015-02-04 07:19:05;47;215
23640336;2015-02-04 07:19:10;46;207
23640336;2015-02-04 07:19:16;51;198
23640336;2015-02-04 07:19:21;51;217
23640336;2015-02-04 07:19:26;51;235
23640336;2015-02-04 07:19:31;46;219
23640337;2015-02-04 07:19:37;27;229
23640338;2015-02-04 07:19:43;38;204
306014947;2015-02-04 07:19:49;55;200
306014947;2015-02-04 07:19:55;69;200
306014947;2015-02-04 07:20:01;76;213
306014947;2015-02-04 07:20:07;84;217
306014947;2015-02-04 07:20:12;88;212
306014947;2015-02-04 07:20:17;90;206
306014947;2015-02-04 07:20:23;87;206
306014947;2015-02-04 07:20:29;86;205
306014947;2015-02-04 07:20:35;85;206
306014947;2015-02-04 07:20:40;84;205
306014947;2015-02-04 07:20:45;83;196
306014947;2015-02-04 07:20:51;84;180
306014947;2015-02-04 07:20:57;86;179
306014947;2015-02-04 07:21:03;90;183
306014947;2015-02-04 07:21:09;92;197
306014947;2015-02-04 07:21:15;92;202
306014947;2015-02-04 07:21:21;93;202
42488507;2015-02-04 07:21:27;96;202
42488507;2015-02-04 07:21:33;99;202
42488507;2015-02-04 07:21:39;100;202
42488507;2015-02-04 07:21:45;98;189
42488507;2015-02-04 07:21:51;97;183
42488507;2015-02-04 07:21:56;93;183
42488507;2015-02-04 07:22:02;95;184
42488507;2015-02-04 07:22:07;95;184
42488507;2015-02-04 07:22:13;89;183
42488507;2015-02-04 07:22:19;89;186
42488508;2015-02-04 07:22:24;89;189
42488508;2015-02-04 07:22:30;91;192
42488508;2015-02-04 07:22:36;95;195
42096810;2015-02-04 07:22:42;96;196
42096810;2015-02-04 07:22:48;91;195
42096810;2015-02-04 07:22:53;88;197
42096810;2015-02-04 07:22:59;79;213
42096810;2015-02-04 07:23:05;77;229
42096810;2015-02-04 07:23:11;77;241
306014098;2015-02-04 07:23:16;69;235
306014098;2015-02-04 07:23:21;61;220
306014098;2015-02-04 07:23:27;36;231
174461306;2015-02-04 07:23:33;41;297
174461306;2015-02-04 07:23:39;64;299
170733450;2015-02-04 07:23:45;75;299
170733450;2015-02-04 07:23:50;73;299
170733450;2015-02-04 07:23:55;75;299
170733450;2015-02-04 07:24:01;79;298
170733450;2015-02-04 07:24:07;81;298
170733450;2015-02-04 07:24:13;83;296
170733450;2015-02-04 07:24:18;84;296
170733450;2015-02-04 07:24:24;86;294
170733450;2015-02-04 07:24:30;86;294
170733450;2015-02-04 07:24:35;85;292
170733450;2015-02-04 07:24:41;85;292
170733450;2015-02-04 07:24:47;85;289
146458917;2015-02-04 07:24:53;87;286
146458917;2015-02-04 07:24:59;90;281
146458917;2015-02-04 07:25:04;89;278
146458917;2015-02-04 07:25:10;89;277
146458917;2015-02-04 07:25:15;85;277
146458917;2015-02-04 07:25:21;80;276
146458917;2015-02-04 07:25:27;70;275
146458917;2015-02-04 07:25:33;72;276
146458917;2015-02-04 07:25:39;73;278
36913152;2015-02-04 07:25:45;74;281
174444720;2015-02-04 07:25:50;80;288
174444720;2015-02-04 07:25:56;79;294
174444720;2015-02-04 07:26:01;73;296
174444720;2015-02-04 07:26:07;70;297
174444720;2015-02-04 07:26:12;60;299
174444720;2015-02-04 07:26:17;53;301
174444720;2015-02-04 07:26:22;45;303
174444720;2015-02-04 07:26:27;38;305
174444720;2015-02-04 07:26:33;24;306
174444720;2015-02-04 07:26:39;9;307
174444720;2015-02-04 07:26:45;9;307
174444720;2015-02-04 07:26:50;11;307
174444720;2015-02-04 07:26:56;12;309
174444720;2015-02-04 07:27:02;13;309
174444720;2015-02-04 07:27:07;15;308
174444720;2015-02-04 07:27:13;11;308
24483501;2015-02-04 07:27:18;11;307
24483501;2015-02-04 07:27:24;14;307
24483501;2015-02-04 07:27:29;22;308
24483501;2015-02-04 07:27:34;21;309
24483501;2015-02-04 07:27:40;19;307
24483501;2015-02-04 07:27:45;21;307
24483501;2015-02-04 07:27:51;20;304
24483501;2015-02-04 07:27:57;19;303
24483501;2015-02-04 07:28:03;23;302
24483501;2015-02-04 07:28:09;28;298
24483501;2015-02-04 07:28:15;28;294
24483501;2015-02-04 07:28:21;27;292
24483501;2015-02-04 07:28:27;34;292
24483501;2015-02-04 07:28:33;26;292
24483501;2015-02-04 07:28:39;27;293
24483501;2015-02-04 07:28:45;24;296
24483501;2015-02-04 07:28:51;21;299
24483501;2015-02-04 07:28:57;22;298
24483501;2015-02-04 07:29:02;28;301
24483501;2015-02-04 07:29:07;21;302
24483501;2015-02-04 07:29:13;4;302
24483501;2015-02-04 07:29:24;18;300
24483501;2015-02-04 07:29:29;36;301
24483501;2015-02-04 07:29:34;46;299
24483501;2015-02-04 07:29:40;50;298
24483486;2015-02-04 07:29:46;52;299
174444726;2015-02-04 07:29:51;53;299
174444726;2015-02-04 07:29:57;45;297
174444726;2015-02-04 07:30:02;44;294
7681548;2015-02-04 07:30:08;41;294
7681548;2015-02-04 07:30:14;26;296
7681548;2015-02-04 07:30:20;15;296
7681548;2015-02-04 07:30:26;16;296
7681548;2015-02-04 07:30:32;16;293
7681548;2015-02-04 07:30:38;18;292
7681548;2015-02-04 07:30:44;24;289
7681548;2015-02-04 07:30:49;20;286
7681548;2015-02-04 07:30:55;17;286
7681548;2015-02-04 07:31:00;22;284
7681548;2015-02-04 07:31:06;21;281
7681548;2015-02-04 07:31:11;18;281
7681548;2015-02-04 07:31:17;18;282
7681548;2015-02-04 07:31:23;15;278
7681548;2015-02-04 07:31:29;12;281
7681548;2015-02-04 07:31:35;3;274
7681548;2015-02-04 07:31:41;12;273
7681548;2015-02-04 07:31:47;31;288
7681548;2015-02-04 07:31:52;31;293
7681548;2015-02-04 07:31:57;7;302
7681548;2015-02-04 07:32:39;8;294
7681548;2015-02-04 07:32:45;6;293
174689363;2015-02-04 07:33:03;24;210
174689363;2015-02-04 07:33:08;38;200
174689363;2015-02-04 07:33:14;33;205
174689363;2015-02-04 07:33:20;26;202
174689363;2015-02-04 07:33:25;28;205
174689363;2015-02-04 07:33:31;21;206
174689363;2015-02-04 07:33:36;3;204
174689363;2015-02-04 07:33:42;16;207
174689363;2015-02-04 07:33:48;24;205
174689363;2015-02-04 07:33:54;17;198
180617572;2015-02-04 07:33:59;25;206
180617572;2015-02-04 07:34:04;41;206
180617572;2015-02-04 07:34:09;49;207
180617572;2015-02-04 07:34:15;52;206
168210209;2015-02-04 07:34:21;55;201
168210209;2015-02-04 07:34:26;56;211
168210209;2015-02-04 07:34:32;53;211
168210209;2015-02-04 07:34:38;56;213
168210209;2015-02-04 07:34:43;57;223
168210209;2015-02-04 07:34:48;55;223
168210209;2015-02-04 07:34:54;56;218
168210209;2015-02-04 07:35:00;53;210
168210209;2015-02-04 07:35:06;50;212
168210209;2015-02-04 07:35:11;50;211
168210209;2015-02-04 07:35:16;46;210
168210209;2015-02-04 07:35:21;46;207
168210209;2015-02-04 07:35:27;42;218
168210209;2015-02-04 07:35:33;37;229
259747091;2015-02-04 07:35:39;40;225
259747091;2015-02-04 07:35:44;43;227
259747089;2015-02-04 07:35:50;37;231
259747089;2015-02-04 07:35:55;22;228
259747089;2015-02-04 07:36:13;20;227
174689359;2015-02-04 07:36:19;41;228
174689359;2015-02-04 07:36:24;47;227
174689359;2015-02-04 07:36:29;51;227
160287810;2015-02-04 07:36:35;51;227
160287810;2015-02-04 07:36:40;52;227
160287810;2015-02-04 07:36:45;48;231
160287810;2015-02-04 07:36:50;20;226
160287810;2015-02-04 07:37:31;18;245
160287807;2015-02-04 07:37:37;43;317
160287807;2015-02-04 07:37:42;49;319
24220091;2015-02-03 12:19:28;10;50
24220090;2015-02-03 12:19:34;28;2
293797100;2015-02-03 12:19:40;51;317
293797100;2015-02-03 12:19:46;53;317
293797100;2015-02-03 12:19:52;50;317
260790028;2015-02-03 12:19:58;51;317
260790028;2015-02-03 12:20:04;47;322
260790028;2015-02-03 12:20:09;31;329
260790028;2015-02-03 12:20:15;2;325
260790028;2015-02-03 12:20:38;24;323
200143872;2015-02-03 12:20:44;44;316
200143872;2015-02-03 12:20:50;42;317
148052856;2015-02-03 12:20:55;47;316
148052856;2015-02-03 12:21:01;49;320
148052856;2015-02-03 12:21:07;46;330
148052856;2015-02-03 12:21:12;35;329
148052856;2015-02-03 12:21:18;2;342
148052856;2015-02-03 12:21:35;15;356
165407714;2015-02-03 12:21:40;35;33
165407714;2015-02-03 12:21:45;52;55
165407714;2015-02-03 12:21:51;59;54
165407714;2015-02-03 12:21:57;64;49
165407715;2015-02-03 12:22:03;68;50
165407715;2015-02-03 12:22:09;73;50
165407715;2015-02-03 12:22:14;74;48
165407715;2015-02-03 12:22:20;73;47
165407715;2015-02-03 12:22:26;72;50
5183660;2015-02-03 12:22:32;68;47
5183660;2015-02-03 12:22:37;68;45
5183660;2015-02-03 12:22:43;69;44
5183660;2015-02-03 12:22:48;69;42
5183660;2015-02-03 12:22:54;65;42
60305025;2015-02-03 12:22:59;64;40
60305025;2015-02-03 12:23:05;70;39
60305027;2015-02-03 12:23:11;70;36
60305027;2015-02-03 12:23:16;69;35
60305027;2015-02-03 12:23:22;70;34
60305027;2015-02-03 12:23:28;71;32
60305027;2015-02-03 12:23:34;72;29
60305027;2015-02-03 12:23:40;70;29
60305027;2015-02-03 12:23:46;69;27
60305027;2015-02-03 12:23:52;70;25
60305027;2015-02-03 12:23:58;69;24
60305027;2015-02-03 12:24:04;69;22
60305027;2015-02-03 12:24:10;70;18
60305027;2015-02-03 12:24:16;70;14
60305027;2015-02-03 12:24:22;71;8
60305027;2015-02-03 12:24:27;72;0
60305027;2015-02-03 12:24:33;68;347
60305027;2015-02-03 12:24:38;66;338
60305027;2015-02-03 12:24:43;65;338
60305027;2015-02-03 12:24:49;64;353
5183662;2015-02-03 12:24:54;66;6
5183662;2015-02-03 12:25:00;67;25
5183662;2015-02-03 12:25:05;64;39
5183662;2015-02-03 12:25:10;62;54
5183662;2015-02-03 12:25:15;64;69
5183664;2015-02-03 12:25:21;60;88
5183664;2015-02-03 12:25:27;66;105
5183664;2015-02-03 12:25:32;61;108
5183664;2015-02-03 12:25:38;48;107
5183664;2015-02-03 12:25:44;21;98
5183664;2015-02-03 12:25:50;1;103
318974898;2015-02-03 12:26:11;10;102
318974898;2015-02-03 12:26:16;19;95
5106126;2015-02-03 12:26:22;27;127
5182802;2015-02-03 12:26:27;31;102
318974901;2015-02-03 12:26:33;42;74
318974901;2015-02-03 12:26:39;55;73
318974902;2015-02-03 12:26:44;53;73
318974902;2015-02-03 12:26:49;52;73
318974902;2015-02-03 12:26:54;54;77
318974902;2015-02-03 12:27:00;53;78
318974902;2015-02-03 12:27:05;51;78
318974902;2015-02-03 12:27:10;55;78
318974902;2015-02-03 12:27:16;58;78
318974902;2015-02-03 12:27:22;61;79
318974902;2015-02-03 12:27:28;58;79
318974902;2015-02-03 12:27:34;63;79
136876697;2015-02-03 12:27:39;62;78
136876696;2015-02-03 12:27:45;59;67
136876696;2015-02-03 12:27:50;63;54
136876696;2015-02-03 12:27:55;69;49
136876696;2015-02-03 12:28:01;61;52
136876696;2015-02-03 12:28:07;60;64
30851150;2015-02-03 12:28:13;62;73
30851150;2015-02-03 12:28:18;65;78
30851150;2015-02-03 12:28:23;67;78
30851150;2015-02-03 12:28:29;66;77
30851150;2015-02-03 12:28:34;63;77
30851150;2015-02-03 12:28:39;64;76
30851150;2015-02-03 12:28:45;63;76
30851150;2015-02-03 12:28:51;56;76
30851150;2015-02-03 12:28:57;59;76
30851150;2015-02-03 12:29:02;62;76
30851150;2015-02-03 12:29:07;66;76
30851150;2015-02-03 12:29:13;67;76
30851150;2015-02-03 12:29:18;66;76
30851150;2015-02-03 12:29:24;67;76
30851150;2015-02-03 12:29:29;69;76
30851150;2015-02-03 12:29:34;71;76
30851150;2015-02-03 12:29:40;72;76
30851150;2015-02-03 12:29:46;72;76
24739929;2015-02-03 12:29:52;64;76
24739929;2015-02-03 12:29:58;56;76
24739929;2015-02-03 12:30:04;59;81
24739929;2015-02-03 12:30:10;61;84
24739929;2015-02-03 12:30:16;60;84
24739929;2015-02-03 12:30:22;62;84
24739929;2015-02-03 12:30:28;61;84
24739929;2015-02-03 12:30:34;59;84
24739929;2015-02-03 12:30:40;38;83
24739929;2015-02-03 12:30:46;18;84
24739929;2015-02-03 12:31:03;17;82
24739929;2015-02-03 12:31:09;33;82
24739929;2015-02-03 12:31:15;49;87
31632994;2015-02-03 12:31:21;49;97
31632994;2015-02-03 12:31:26;51;93
31632994;2015-02-03 12:31:32;54;94
31632994;2015-02-03 12:31:37;63;94
31632994;2015-02-03 12:31:43;62;93
31632994;2015-02-03 12:31:48;70;94
31632994;2015-02-03 12:31:54;69;93
31632994;2015-02-03 12:32:00;65;93
31632994;2015-02-03 12:32:06;61;94
31632994;2015-02-03 12:32:11;58;94
31632994;2015-02-03 12:32:16;58;93
31632994;2015-02-03 12:32:21;64;93
31632994;2015-02-03 12:32:27;63;93
31632994;2015-02-03 12:32:33;59;93
31632994;2015-02-03 12:32:38;43;89
31632994;2015-02-03 12:32:43;40;81
31632994;2015-02-03 12:32:49;24;75
31632994;2015-02-03 12:32:54;34;72
25689683;2015-02-03 12:33:00;45;63
25689683;2015-02-03 12:33:05;48;56
25689683;2015-02-03 12:33:11;53;46
25689683;2015-02-03 12:33:17;56;38
25689683;2015-02-03 12:33:22;57;32
25689683;2015-02-03 12:33:28;59;32
25689683;2015-02-03 12:33:33;61;32
25689683;2015-02-03 12:33:39;64;32
25689683;2015-02-03 12:33:45;61;32
25689683;2015-02-03 12:33:51;61;32
25689683;2015-02-03 12:33:56;58;32
25689683;2015-02-03 12:34:02;57;36
25689684;2015-02-03 12:34:07;53;43
40592393;2015-02-03 12:34:13;48;54
40592393;2015-02-03 12:34:18;46;61
40592393;2015-02-03 12:34:23;39;67
40592393;2015-02-03 12:34:29;24;73
40592393;2015-02-03 12:34:34;6;73
40592393;2015-02-03 12:34:52;20;82
40592393;2015-02-03 12:34:58;39;79
73279723;2015-02-03 12:35:04;39;129
73279723;2015-02-03 12:35:10;59;148
73279723;2015-02-03 12:35:16;57;150
73279723;2015-02-03 12:35:22;32;151
25442579;2015-02-03 12:35:28;26;53
79590867;2014-10-23 17:28:22;54;104.690002
79590867;2014-10-23 17:28:28;37;107.089996
79590867;2014-10-23 17:28:34;14;107.800003
79590868;2014-10-23 17:29:04;21;86.589996
23010879;2014-10-23 17:29:10;32;16.200001
23010879;2014-10-23 17:29:16;54;19
23010879;2014-10-23 17:29:22;53;23.1
23010879;2014-10-23 17:29:28;53;26.1
23010879;2014-10-23 17:29:34;53;23.290001
23010879;2014-10-23 17:29:40;48;32.09
23010879;2014-10-23 17:29:46;25;43.09
23010879;2014-10-23 17:29:52;5;56.400002
23010879;2014-10-23 17:29:59;21;47.900002
198852047;2014-10-23 17:30:05;51;54
198852047;2014-10-23 17:30:11;53;75.190002
198852047;2014-10-23 17:30:17;53;87.190002
198852047;2014-10-23 17:30:23;54;87.900002
331942175;2014-10-23 17:30:29;54;85.690002
5116410;2014-10-23 17:30:35;53;86
5116410;2014-10-23 17:30:41;53;85.300003
5116410;2014-10-23 17:30:47;54;85.400002
5116410;2014-10-23 17:30:53;54;88.690002
5116410;2014-10-23 17:30:59;53;85.400002
6242034;2014-10-23 17:31:05;53;85.690002
6242034;2014-10-23 17:31:11;54;88.089996
6242034;2014-10-23 17:31:17;38;88.589996
6242034;2014-10-23 17:31:23;30;89.190002
6243038;2014-10-23 17:31:29;43;95.089996
6243038;2014-10-23 17:31:35;48;97.589996
6243038;2014-10-23 17:31:41;47;101.800003
6243038;2014-10-23 17:31:47;45;106.690002
6243038;2014-10-23 17:31:53;46;112.190002
6243038;2014-10-23 17:31:59;52;108.690002
6243038;2014-10-23 17:32:05;50;109.089996
6243038;2014-10-23 17:32:11;48;110.300003
6243038;2014-10-23 17:32:17;48;108.190002
5081839;2014-10-23 17:32:23;50;104.190002
313534007;2014-10-23 17:32:29;54;105.089996
313534007;2014-10-23 17:32:35;53;108.5
313534009;2014-10-23 17:32:41;54;109.300003
313534009;2014-10-23 17:32:47;53;113.190002
313534009;2014-10-23 17:32:53;54;116.690002
313534009;2014-10-23 17:32:59;50;127.190002
160422619;2014-10-23 17:33:05;52;138.190002
160422619;2014-10-23 17:33:11;54;143.100006
160422619;2014-10-23 17:33:17;54;138.800003
160422619;2014-10-23 17:33:23;54;131.690002
160422619;2014-10-23 17:33:29;53;147.600006
160422619;2014-10-23 17:33:35;53;160.800003
6243637;2014-10-23 17:33:41;53;161
6243637;2014-10-23 17:33:47;50;164.800003
5186796;2014-10-23 17:33:53;47;170.100006
5186796;2014-10-23 17:33:59;44;170.600006
5186796;2014-10-23 17:34:05;30;173.190002
5186796;2014-10-23 17:34:11;3;169.690002
23723903;2014-10-23 17:34:29;8;168.800003
5186796;2014-10-23 17:34:35;23;171.300003
5736820;2014-10-23 17:34:41;34;166.889999
5736820;2014-10-23 17:34:47;38;163.5
5736820;2014-10-23 17:34:53;38;175.889999
5736820;2014-10-23 17:34:59;40;174.600006
5736820;2014-10-23 17:35:05;37;179.800003
5736820;2014-10-23 17:35:11;23;184.600006
5736820;2014-10-23 17:35:17;26;183.100006
148585467;2014-10-23 17:35:23;39;183.690002
210884443;2014-10-23 17:35:29;32;183.690002
210884443;2014-10-23 17:35:35;34;183
43376633;2014-10-23 17:35:41;38;181.190002
148585752;2014-10-23 17:35:47;40;194.190002
148585752;2014-10-23 17:35:53;42;197.389999
148585752;2014-10-23 17:35:59;41;197.800003
148585752;2014-10-23 17:36:05;40;204.300003
148585752;2014-10-23 17:36:11;20;206.100006
148585752;2014-10-23 17:36:17;7;205.5
148585752;2014-10-23 17:36:23;6;198.389999
234046510;2014-10-23 17:36:29;19;115.690002
234046510;2014-10-23 17:36:35;31;103.190002
148065615;2014-10-23 17:36:41;32;103.5
11609310;2015-02-10 07:52:02;14;277.299988
11609310;2015-02-10 07:52:08;32;270.600006
11609310;2015-02-10 07:52:13;22;278.399994
4985146;2015-02-10 07:52:20;10;262.5
4985146;2015-02-10 07:52:26;17;177.300003
127999128;2015-02-10 07:52:31;23;110.099998
127999128;2015-02-10 07:52:36;32;146.5
127999128;2015-02-10 07:52:42;41;161
127999128;2015-02-10 07:52:48;37;172.5
127999128;2015-02-10 07:52:53;29;163.100006
220471883;2015-02-10 07:52:59;7;161.600006
220471883;2015-02-10 07:53:38;4;149.5
220471882;2015-02-10 07:53:44;16;168.800003
82669143;2015-02-10 07:53:49;11;191.600006
82669143;2015-02-10 07:53:55;13;142.100006
5029732;2015-02-10 07:54:00;29;125.699997
